"Item Code","Item Description","Part No.","Part Description","Model","Unit Of Measurement","Spare Part Type","Location","Specify","Part Category","Is Expiry date Required","Min Nos","Max Nos","Minimum Price Per Nos (RM)","Maximum Price Per Nos (RM)","Brand","Status","Expiry Age (In Month)","Current Stock Level"
"BP0001","Batteries/ UPS","01-1909-0205-010","Battery 9.6V 1.5Ah","Te-331","Unit","One Off","Company Site Office","","Biomedical","No","1","15"," [$500Tue, 29 May 1900 00:00:00 +0000] * #,##0.00 "," [$1000Fri, 26 Oct 1900 00:00:00 +0000] * #,##0.00 ","Terumo","Active","","3"
"BP0006","Cuffs","01-1601-1200-003","CUFF ADULT DURABLE","Propaq CS 242","Unit","Just In Time","Company Site Office","","Biomedical","No","2","20"," [$300Fri, 30 Mar 1900 00:00:00 +0000] * #,##0.00 "," [$400Mon, 09 Apr 1900 00:00:00 +0000] * #,##0.00 ","WELCH ALLYN","Active","","4"
"BP0013","Heater Elements","01-0901-0601-001","Heater Elements","Pm78","Unit","Just In Time","Company Site Office","","Biomedical","No","1","100"," [$501Tue, 14 May 1901 00:00:00 +0000] * #,##0.00 "," [$1101Sat, 30 Nov 1901 00:00:00 +0000] * #,##0.00 ","","Active","","1"
"BP0012","Filters","01-2202-0902-002","INLET FILTER (PACK OF 6 PCS)","BiPAP Vision","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","20"," [$300Thu, 15 Mar 1900 00:00:00 +0000] * #,##0.00 "," [$400Mon, 09 Apr 1900 00:00:00 +0000] * #,##0.00 ","Respironics","Active","","21"
"BP0004","Cables/ Lead Wires (or any part of it)","01-1601-0501-007","ECG 5 Lead","As/3","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","2"," [$900Thu, 06 Sep 1900 00:00:00 +0000] * #,##0.00 "," [$201Sun, 03 Feb 1901 00:00:00 +0000] * #,##0.00 ","","Active","","6"
"BP0001","Batteries/ UPS","01-2202-0402-002","Rechargeable Battery (for Draeger Evita 4); Valve Regulated Lead Acid 12V 3.4Ah (LC-R123R4PG)","Evita 4","Unit","One Off","Company Site Office","","Biomedical","No","4","20"," [$600Sun, 03 Jun 1900 00:00:00 +0000] * #,##0.00 "," [$1000Fri, 26 Oct 1900 00:00:00 +0000] * #,##0.00 ","Draeger","Active","","2"
"BP0004","Cables/ Lead Wires (or any part of it)","01-0503-0102-023","3 LEAD ECG CABLE","6851k","Unit","Just In Time","Company Site Office","","Biomedical","No","1","10"," [$500Tue, 29 May 1900 00:00:00 +0000] * #,##0.00 "," [$900Thu, 06 Sep 1900 00:00:00 +0000] * #,##0.00 ","Nihon Kohden","Active","","1"
"BP0001","Batteries/ UPS","01-1603-0901-005","Rechargeable Battery 12V 2.3Ah","2000","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","5","10"," [$1000Sat, 06 Oct 1900 00:00:00 +0000] * #,##0.00 "," [$501Tue, 14 May 1901 00:00:00 +0000] * #,##0.00 ","IVY","Active","","12"
"BP0013","Heater Elements","01-0324-0000-002","High Temperature Filament","","Unit","Just In Time","Company Site Office","","Biomedical","No","10","20"," [$501Sun, 26 May 1901 00:00:00 +0000] * #,##0.00 "," [$801Thu, 22 Aug 1901 00:00:00 +0000] * #,##0.00 ","","Active","","5"
"BP0004","Cables/ Lead Wires (or any part of it)","01-1604-2602-005","Battery Li-Ion 2.4ah/26.64 wh","","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","2","10"," [$101Sun, 20 Jan 1901 00:00:00 +0000] * #,##0.00 "," [$501Tue, 14 May 1901 00:00:00 +0000] * #,##0.00 ","Philips","Active","","0"
"BP0011","Equipment Specific Parts","01-0803-0102-020","FISHER & PAYKEL ELECTRICAL ADAPTOR 900MR858","Mr700/730","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","5","100"," [$1200Sat, 01 Dec 1900 00:00:00 +0000] * #,##0.00 "," [$501Tue, 14 May 1901 00:00:00 +0000] * #,##0.00 ","Fisher & Paykel","Active","","8"
"BP0012","Filters","01-1813-0000-002","Cartridge filter big blue 20","","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","5","15"," [$400Thu, 19 Apr 1900 00:00:00 +0000] * #,##0.00 "," [$900Thu, 06 Sep 1900 00:00:00 +0000] * #,##0.00 ","Fresenius","Active","","9"
"BP0001","Batteries/ UPS","01-1601-1101-001","Battery Pack 8.4V 8.0 Ah Ge Dash 2500","Dash 2500","Unit","Just In Time","Company Site Office","","Biomedical","No","5","10"," [$103Thu, 29 Jan 1903 00:00:00 +0000] * #,##0.00 "," [$204Mon, 08 Feb 1904 00:00:00 +0000] * #,##0.00 ","","Active","","3"
"BP0025","Sensors/ Detectors","01-1601-0703-001","Durasensor Adult Finger Clip Sensor","Sc7000","Unit","Just In Time","Company Site Office","","Biomedical","No","5","10"," [$201Sun, 03 Feb 1901 00:00:00 +0000] * #,##0.00 "," [$701Wed, 03 Jul 1901 00:00:00 +0000] * #,##0.00 ","Siemens","Active","","1"
"BP0003","Bulbs/ Lamps","01-0605-0103-001","SLIT LAMP BULB TAPCON HALOGEN","","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","5","10"," [$100Sun, 21 Jan 1900 00:00:00 +0000] * #,##0.00 "," [$100Tue, 30 Jan 1900 00:00:00 +0000] * #,##0.00 ","Topcon","Active","","12"
"BP0012","Filters","01-1813-0001-001","Bacteria Filter 10","Mx-11","Unit","Just In Time","Company Site Office","","Biomedical","No","5","15"," [$100Thu, 11 Jan 1900 00:00:00 +0000] * #,##0.00 "," [$100Sat, 20 Jan 1900 00:00:00 +0000] * #,##0.00 ","Fresenius","Active","","11"
"BP0012","Filters","01-1813-0001-002","Cartridge filter imicon 20","Mx-11","Unit","Just In Time","Company Site Office","","Biomedical","No","5","15"," [$100Sat, 20 Jan 1900 00:00:00 +0000] * #,##0.00 "," [$200Wed, 14 Feb 1900 00:00:00 +0000] * #,##0.00 ","Fresenius","Active","","0"
"BP0025","Sensors/ Detectors","01-0803-0105-008","Temperature Probe 900MR869","","Unit","Just In Time","Company Site Office","","Biomedical","No","5","10"," [$202Thu, 27 Feb 1902 00:00:00 +0000] * #,##0.00 "," [$902Fri, 26 Sep 1902 00:00:00 +0000] * #,##0.00 ","Fisher & Paykel","Active","","2"
"BP0004","Cables/ Lead Wires (or any part of it)","01-0503-0303-005","10 Lead ECG Cable Kenz 108","Kenz 108","Unit","Just In Time","Company Site Office","","Biomedical","No","5","15"," [$500Fri, 04 May 1900 00:00:00 +0000] * #,##0.00 "," [$500Tue, 22 May 1900 18:00:00 +0000] * #,##0.00 ","Suzuken","Active","0","12"
"BP0025","Sensors/ Detectors","01-0803-0102-003","FISHER&PAYKEL Temperature Probe 900MR560","Mr700/730","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","16"," [$101Sun, 20 Jan 1901 00:00:00 +0000] * #,##0.00 "," [$301Mon, 18 Mar 1901 21:36:00 +0000] * #,##0.00 ","Fisher & Paykel","Active","0","10"
"BP0025","Sensors/ Detectors","01-0803-0102-019","FISHER&PAYKEL Temperature Probe 900MR860 FOR 850","Mr700/730","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","20"," [$701Tue, 23 Jul 1901 00:00:00 +0000] * #,##0.00 "," [$1001Wed, 16 Oct 1901 12:00:00 +0000] * #,##0.00 ","Fisher & Paykel","Active","0","0"
"BP0028","Transducers/ Probes","01-0802-0503-015","Fresenius 4008S TMP Transducer Complete","4008s","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","5"," [$1004Sat, 15 Oct 1904 00:00:00 +0000] * #,##0.00 "," [$705Tue, 04 Jul 1905 12:00:00 +0000] * #,##0.00 ","FRESENIUS","Active","0","2"
"BP0014","Hoses/ Tubings/ Adaptors/ Couplers/ Connectors/ Pipes","01-0802-0503-018","Hose Red","4008s","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","40"," [$200Sat, 17 Feb 1900 00:00:00 +0000] * #,##0.00 "," [$200Sat, 24 Feb 1900 04:48:00 +0000] * #,##0.00 ","Fresenius","Active","0","0"
"BP0005","Casing/ Covers/ Brackets/ Latches/ Part Holders","01-0802-0503-025","Plunger Holder 20ml","4008s","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","2"," [$300Sun, 25 Mar 1900 00:00:00 +0000] * #,##0.00 "," [$400Fri, 06 Apr 1900 18:00:00 +0000] * #,##0.00 ","Fresenius","Active","0","0"
"BP0024","Printed Circuit Boards (PCB; Other than Power Supply)","01-2406-0201-030","Rotor Board GE AMX4","Amx-4","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","2"," [$814Sat, 15 Aug 1914 00:00:00 +0000] * #,##0.00 "," [$1016Tue, 24 Oct 1916 03:36:00 +0000] * #,##0.00 ","GE","Active","0","0"
"BP0024","Printed Circuit Boards (PCB; Other than Power Supply)","01-2406-0201-041","Fil KV Control Board GE AMX4","Amx-4","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","1"," [$913Wed, 10 Sep 1913 00:00:00 +0000] * #,##0.00 "," [$915Thu, 30 Sep 1915 07:12:00 +0000] * #,##0.00 ","GE","Active","0","0"
"BP0024","Printed Circuit Boards (PCB; Other than Power Supply)","01-2406-0201-043","CPU Board GE AMX4","GE AMX-4","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","2"," [$416Mon, 10 Apr 1916 09:36:00 +0000] * #,##0.00 "," [$918Thu, 19 Sep 1918 05:02:24 +0000] * #,##0.00 ","GE","Active","0","1"
"BP0001","Batteries/ UPS","01-2406-0201-045","Battery Upgrade Kit","GE AMX-4","Unit","Just In Time","Centralized","","Biomedical","No","0","10"," [$710Sat, 23 Jul 1910 16:33:36 +0000] * #,##0.00 "," [$212Thu, 22 Feb 1912 08:09:36 +0000] * #,##0.00 ","GE","Active","0","1"
"BP0004","Cables/ Lead Wires (or any part of it)","01-0503-0301-003","Patient Cable","103","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","5"," [$301Mon, 25 Mar 1901 00:00:00 +0000] * #,##0.00 "," [$501Fri, 31 May 1901 12:00:00 +0000] * #,##0.00 ","Suzuken","Active","0","0"
"BP0004","Cables/ Lead Wires (or any part of it)","01-0503-0302-002","KENZ 106 10 LEAD ECG CABLE","106","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","14"," [$302Mon, 10 Mar 1902 00:00:00 +0000] * #,##0.00 "," [$702Tue, 08 Jul 1902 00:00:00 +0000] * #,##0.00 ","Suzuken","Active","0","7"
"BP0028","Transducers/ Probes","01-0303-0102-002","Toco Tranducer","M1353a","Unit","Just In Time","Centralized","","Biomedical","No","0","5"," [$303Fri, 20 Mar 1903 00:00:00 +0000] * #,##0.00 "," [$903Sat, 12 Sep 1903 06:00:00 +0000] * #,##0.00 ","Hewlett Packard","Active","0","3"
"BP0028","Transducers/ Probes","01-0303-0701-003","TOCO Avalon FEM20 Philips","Fm 200","Unit","Just In Time","Centralized","","Biomedical","No","0","2"," [$112Wed, 17 Jan 1912 00:00:00 +0000] * #,##0.00 "," [$1113Fri, 07 Nov 1913 00:00:00 +0000] * #,##0.00 ","Philips","Active","0","0"
"BP0021","Power Cords/ Adaptors (or any part of it)","01-0502-0102-008","Plug Top 3 Pin 13amp","Common","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","10","300"," [$100Fri, 05 Jan 1900 07:12:00 +0000] * #,##0.00 "," [$100Sat, 06 Jan 1900 02:24:00 +0000] * #,##0.00 ","Common","Active","0","6"
"BP0014","Hoses/ Tubings/ Adaptors/ Couplers/ Connectors/ Pipes","01-1903-0101-014","Male Connector","Accoson","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","150"," [$100Thu, 04 Jan 1900 00:00:00 +0000] * #,##0.00 "," [$100Thu, 04 Jan 1900 14:24:00 +0000] * #,##0.00 ","Accoson","Active","0","3"
"BP0014","Hoses/ Tubings/ Adaptors/ Couplers/ Connectors/ Pipes","01-1903-0101-015","Female Connector","Accoson","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","150"," [$100Tue, 02 Jan 1900 12:00:00 +0000] * #,##0.00 "," [$100Tue, 02 Jan 1900 21:07:12 +0000] * #,##0.00 ","Accoson","Active","0","0"
"BP0012","Filters","01-1907-0101-025","CLEMENT FILTER","Suc 84100","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","50"," [$300Sun, 25 Mar 1900 00:00:00 +0000] * #,##0.00 "," [$400Fri, 06 Apr 1900 18:00:00 +0000] * #,##0.00 ","Clements","Active","0","9"
"BP0012","Filters","01-1907-0502-001","MADELA Filter Bacterial","046-1326","Unit","Just In Time","Centralized","","Biomedical","No","0","5"," [$400Sat, 07 Apr 1900 00:00:00 +0000] * #,##0.00 "," [$400Sat, 21 Apr 1900 16:48:00 +0000] * #,##0.00 ","Madela","Active","0","4"
"BP0003","Bulbs/ Lamps","01-1902-0101-001","Bulb,12V/4.2A 50W","L0185","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","15"," [$100Sat, 20 Jan 1900 00:00:00 +0000] * #,##0.00 "," [$100Tue, 23 Jan 1900 00:00:00 +0000] * #,##0.00 ","Inami","Active","0","0"
"BP0003","Bulbs/ Lamps","01-1902-0101-002","Bulb 6V4.5A","Inami","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","15"," [$500Thu, 17 May 1900 00:00:00 +0000] * #,##0.00 "," [$600Wed, 06 Jun 1900 16:48:00 +0000] * #,##0.00 ","Inami","Active","0","1"
"BP0003","Bulbs/ Lamps","01-1902-0201-001","Bulb 6V 4.5 A","Sl 400","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","20"," [$800Thu, 02 Aug 1900 00:00:00 +0000] * #,##0.00 "," [$900Mon, 03 Sep 1900 06:00:00 +0000] * #,##0.00 ","Nidek","Active","0","0"
"BP0021","Power Cords/ Adaptors (or any part of it)","01-2300-0201-008","Power Cord 1.8M","Common/General","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","150"," [$100Thu, 18 Jan 1900 00:00:00 +0000] * #,##0.00 "," [$100Sat, 20 Jan 1900 16:48:00 +0000] * #,##0.00 ","Volex","Active","0","0"
"BP0006","Cuffs","01-0203-0102-003","Infant Cuff 2 Tb","9300xl/Local","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","25"," [$100Fri, 12 Jan 1900 00:00:00 +0000] * #,##0.00 "," [$100Sat, 13 Jan 1900 19:12:00 +0000] * #,##0.00 ","Critikon/Velcro","Active","0","37"
"BP0006","Cuffs","01-0203-0102-009","Infant Cuff 1 Tb","9300xl/Local","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","120"," [$200Thu, 01 Feb 1900 00:00:00 +0000] * #,##0.00 "," [$200Mon, 05 Feb 1900 19:12:00 +0000] * #,##0.00 ","Critikon/Velcro","Active","0","45"
"BP0006","Cuffs","01-0203-0102-011","X-Large Cuff Adult 2TB","9300xl/Local","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","100"," [$200Wed, 28 Feb 1900 00:00:00 +0000] * #,##0.00 "," [$300Fri, 09 Mar 1900 00:00:00 +0000] * #,##0.00 ","Critikon/Velcro","Active","0","32"
"BP0006","Cuffs","01-0203-0101-003","Cuff Large Adult 1 Tb","8100/Local","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","30"," [$100Tue, 16 Jan 1900 00:00:00 +0000] * #,##0.00 "," [$100Thu, 18 Jan 1900 09:36:00 +0000] * #,##0.00 ","Critikon/Velcro","Active","0","50"
"BP0006","Cuffs","01-0203-0301-018","Cuff Adult 1 Tb","Bp8800/Local","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","10","300"," [$100Tue, 30 Jan 1900 00:00:00 +0000] * #,##0.00 "," [$200Sat, 03 Feb 1900 12:00:00 +0000] * #,##0.00 ","Colin/Velcro","Active","0","4"
"BP0006","Cuffs","01-0203-0301-002","Cuff Adult Large 2 Tb","Bp8800/Local","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","50"," [$100Tue, 16 Jan 1900 00:00:00 +0000] * #,##0.00 "," [$100Thu, 18 Jan 1900 09:36:00 +0000] * #,##0.00 ","Colin/Velcro","Active","0","0"
"BP0006","Cuffs","01-0203-0301-003","Cuff Adult 2 Tb","Bp8800/Local","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","20","500"," [$200Fri, 02 Feb 1900 00:00:00 +0000] * #,##0.00 "," [$200Tue, 06 Feb 1900 22:48:00 +0000] * #,##0.00 ","Colin/Velcro","Active","0","23"
"BP0006","Cuffs","01-0203-0301-004","Cuff Child 2 Tb","Bp8800/Local","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","30"," [$100Tue, 30 Jan 1900 00:00:00 +0000] * #,##0.00 "," [$200Sat, 03 Feb 1900 12:00:00 +0000] * #,##0.00 ","Colin/Velcro","Active","0","36"
"BP0008","Displays/ Backlights/ Panels","01-0903-0201-010","TOP 3300 FRONT PANEL ASSEMBLY (T6330516(5) )","Top 3100","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","1"," [$805Mon, 28 Aug 1905 00:00:00 +0000] * #,##0.00 "," [$706Wed, 04 Jul 1906 01:12:00 +0000] * #,##0.00 ","Top","Active","0","0"
"BP0003","Bulbs/ Lamps","01-1902-0302-001","BULB SLIT LAMP 6V 4.5A W/CENTER HAAG STREIT BM900","Bm900","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","20"," [$300Sat, 10 Mar 1900 00:00:00 +0000] * #,##0.00 "," [$300Tue, 20 Mar 1900 12:00:00 +0000] * #,##0.00 ","Haag-Streit","Active","0","0"
"BP0021","Power Cords/ Adaptors (or any part of it)","01-1903-0701-001","Power Adaptor","Hem-907","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","7"," [$300Tue, 20 Mar 1900 00:00:00 +0000] * #,##0.00 "," [$400Sun, 01 Apr 1900 00:00:00 +0000] * #,##0.00 ","Omron","Active","0","0"
"BP0021","Power Cords/ Adaptors (or any part of it)","01-0203-1201-002","POWER DAPTOR HEM 907 OMRON","Hem-907","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","10"," [$300Thu, 08 Mar 1900 00:00:00 +0000] * #,##0.00 "," [$300Sun, 18 Mar 1900 04:48:00 +0000] * #,##0.00 ","Omron","Active","0","2"
"BP0025","Sensors/ Detectors","01-2202-0401-006","DRAGER BABYLOG 8000 OXYGEN CELL 6850645 (GOLD PACKING) (OEM OOM201 )","Fabius GS","Unit","Fast Moving Item","Company Site Office","","Biomedical","Yes","1","10"," [$802Sun, 31 Aug 1902 00:00:00 +0000] * #,##0.00 "," [$103Sat, 24 Jan 1903 02:24:00 +0000] * #,##0.00 ","Draeger","Active","6","0"
"BP0025","Sensors/ Detectors","01-2203-0401-008","Oxygen Sensor Capsule","Babylog 8000","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","5"," [$300Tue, 20 Mar 1900 00:00:00 +0000] * #,##0.00 "," [$400Sun, 01 Apr 1900 00:00:00 +0000] * #,##0.00 ","Draeger","Active","0","0"
"BP0025","Sensors/ Detectors","01-2202-1401-001","Oxygen Sensor","Servo 300","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","5"," [$1200Sat, 15 Dec 1900 00:00:00 +0000] * #,##0.00 "," [$201Tue, 05 Feb 1901 12:00:00 +0000] * #,##0.00 ","Marquet","Active","0","0"
"BP0025","Sensors/ Detectors","01-1601-1000-002","MARQUETTE EXTENSION SPO2 SENSOR","Solar 8000","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","10"," [$1000Fri, 26 Oct 1900 00:00:00 +0000] * #,##0.00 "," [$1200Mon, 10 Dec 1900 00:00:00 +0000] * #,##0.00 ","Marquet","Active","0","3"
"BP0025","Sensors/ Detectors","01-2202-1901-002","EXTENAL MEDICAL OXYGEN SENSOR MAX-250E","Avea","Unit","Fast Moving Item","Company Site Office","","Biomedical","Yes","1","15"," [$301Fri, 15 Mar 1901 00:00:00 +0000] * #,##0.00 "," [$501Mon, 20 May 1901 00:00:00 +0000] * #,##0.00 ","Viasys Vela","Active","6","4"
"BP0001","Batteries/ UPS","01-1603-0103-001","Rechargeable Battery 6V","N-195","Unit","Just In Time","Centralized","","Biomedical","No","0","5"," [$1000Fri, 26 Oct 1900 00:00:00 +0000] * #,##0.00 "," [$1200Mon, 10 Dec 1900 00:00:00 +0000] * #,##0.00 ","Nellcor","Active","0","0"
"BP0001","Batteries/ UPS","01-1603-0106-004","Rechargeable Battery 6V","Nbp 290","Unit","Just In Time","Centralized","","Biomedical","No","0","30"," [$300Mon, 05 Mar 1900 00:00:00 +0000] * #,##0.00 "," [$300Wed, 14 Mar 1900 18:00:00 +0000] * #,##0.00 ","Nellcor","Active","0","0"
"BP0025","Sensors/ Detectors","01-1603-0901-001","MASIMO SPO2 FINGER SENSOR ADULT LNOP DCI","2000","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","30"," [$801Fri, 02 Aug 1901 00:00:00 +0000] * #,##0.00 "," [$1001Mon, 28 Oct 1901 00:00:00 +0000] * #,##0.00 ","Ivy","Active","0","0"
"BP0025","Sensors/ Detectors","01-1603-0901-006","SPO2 finger sensor child masimo","2000","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","12"," [$102Thu, 09 Jan 1902 00:00:00 +0000] * #,##0.00 "," [$402Wed, 30 Apr 1902 00:00:00 +0000] * #,##0.00 ","Ivy","Active","0","0"
"BP0004","Cables/ Lead Wires (or any part of it)","01-1601-1000-001","MARQUETTE SPO2 ADAPTOR CABLE HELLIGE","Solar 8000","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","3"," [$203Tue, 03 Feb 1903 00:00:00 +0000] * #,##0.00 "," [$703Wed, 22 Jul 1903 12:00:00 +0000] * #,##0.00 ","Marquet","Active","0","3"
"BP0004","Cables/ Lead Wires (or any part of it)","01-1603-1705-008","MASIMO EXTENSIN CABLE M-LNCS-10","Radical","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","28"," [$801Thu, 22 Aug 1901 00:00:00 +0000] * #,##0.00 "," [$1101Wed, 20 Nov 1901 00:00:00 +0000] * #,##0.00 ","Masimo","Active","0","3"
"BP0003","Bulbs/ Lamps","01-1201-0201-002","Bulb PENLON 55092","Penlon","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","15"," [$200Mon, 19 Feb 1900 00:00:00 +0000] * #,##0.00 "," [$200Mon, 26 Feb 1900 12:00:00 +0000] * #,##0.00 ","Penlon","Active","0","6"
"BP0011","Equipment Specific Parts","01-1302-0101-004","Pot Meter","Myomed 432","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","1"," [$400Sat, 14 Apr 1900 00:00:00 +0000] * #,##0.00 "," [$400Sun, 29 Apr 1900 18:00:00 +0000] * #,##0.00 ","Jh-Enraf","Active","0","0"
"BP0011","Equipment Specific Parts","01-1302-0101-005","Strap,250X3Cm","Myomed 432","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","7"," [$605Fri, 02 Jun 1905 00:00:00 +0000] * #,##0.00 "," [$306Mon, 26 Mar 1906 00:00:00 +0000] * #,##0.00 ","Jh-Enraf","Active","0","0"
"BP0003","Bulbs/ Lamps","01-1602-0101-001","MADELA LAMP PHOTOTHERAPY 18w/71","","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","10","500"," [$100Thu, 25 Jan 1900 00:00:00 +0000] * #,##0.00 "," [$100Sun, 28 Jan 1900 18:00:00 +0000] * #,##0.00 ","Osram","Active","0","47"
"BP0003","Bulbs/ Lamps","01-1504-0101-006","BULB KILLER VISTA 2.8V 6 1011-P-7042","Vista","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","10"," [$400Wed, 04 Apr 1900 00:00:00 +0000] * #,##0.00 "," [$400Wed, 18 Apr 1900 06:00:00 +0000] * #,##0.00 ","Keeler","Active","0","1"
"BP0003","Bulbs/ Lamps","01-1504-0101-003","Bulb 2.5V","Vista","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","4"," [$600Sat, 23 Jun 1900 00:00:00 +0000] * #,##0.00 "," [$700Thu, 19 Jul 1900 06:00:00 +0000] * #,##0.00 ","Keeler","Active","0","0"
"BP0018","Motors/ Micromotors/ Carbon brushes","01-0802-0502-005","Fresenius 4008S Stepper Motor","4008b","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","5"," [$808Sat, 15 Aug 1908 00:00:00 +0000] * #,##0.00 "," [$1109Tue, 30 Nov 1909 12:00:00 +0000] * #,##0.00 ","Fresenius","Active","0","0"
"BP0004","Cables/ Lead Wires (or any part of it)","01-0601-0201-002","Retractile Cable","HS-100","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","5"," [$400Sat, 14 Apr 1900 00:00:00 +0000] * #,##0.00 "," [$400Sun, 29 Apr 1900 18:00:00 +0000] * #,##0.00 ","Huntleigh","Active","0","0"
"BP0007","Diaphragms/ Pumps","01-0802-0502-008","Fresenius 4008S Concentrate Pump Assy Complete","4008b","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","5"," [$905Sun, 10 Sep 1905 00:00:00 +0000] * #,##0.00 "," [$706Thu, 19 Jul 1906 00:00:00 +0000] * #,##0.00 ","Fresenius","Active","0","0"
"BP0007","Diaphragms/ Pumps","01-0802-0501-004","Fresenius 4008S Gear Pump Head","A2008d","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","4"," [$303Wed, 25 Mar 1903 00:00:00 +0000] * #,##0.00 "," [$903Fri, 18 Sep 1903 00:00:00 +0000] * #,##0.00 ","Fresenius","Active","0","1"
"BP0001","Batteries/ UPS","01-0503-0302-001","Rechargeable Battery 4.6V 700Mah","106","Unit","Just In Time","Centralized","","Biomedical","No","0","1"," [$300Tue, 20 Mar 1900 00:00:00 +0000] * #,##0.00 "," [$400Sun, 01 Apr 1900 00:00:00 +0000] * #,##0.00 ","Suzuken","Active","0","0"
"BP0001","Batteries/ UPS","01-0503-0303-001","SUZUKENZ 108 RECHARGEABLE BATTERY 12V 1200MAH","108","Unit","Just In Time","Centralized","","Biomedical","No","0","11"," [$401Wed, 24 Apr 1901 00:00:00 +0000] * #,##0.00 "," [$701Fri, 05 Jul 1901 00:00:00 +0000] * #,##0.00 ","Suzuken","Active","0","10"
"BP0021","Power Cords/ Adaptors (or any part of it)","01-0502-0102-003","3 Pin Plug Adaptor","Icc300","Unit","One Off","Others","Vendor - By Purchase Order","Biomedical","No","0","100"," [$100Sat, 06 Jan 1900 21:36:00 +0000] * #,##0.00 "," [$100Sun, 07 Jan 1900 22:33:36 +0000] * #,##0.00 ","Erbe","Active","0","0"
"BP0004","Cables/ Lead Wires (or any part of it)","01-1601-0601-001","Ecg Cable","Lifescope","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","3"," [$801Thu, 22 Aug 1901 00:00:00 +0000] * #,##0.00 "," [$1101Wed, 20 Nov 1901 00:00:00 +0000] * #,##0.00 ","Nihon Kohden","Active","0","0"
"BP0004","Cables/ Lead Wires (or any part of it)","01-1601-0103-012","PHILIPS LEAD 5 LEAD ECG CABLE M1633A","78353a","Unit","Fast Moving Item","Company Site Office","","Biomedical","No","1","20"," [$1200Sun, 16 Dec 1900 00:00:00 +0000] * #,##0.00 "," [$201Wed, 06 Feb 1901 15:36:00 +0000] * #,##0.00 ","Hewlett Packard","Active","0","0"
